date_extraction,temperature,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,precipitation,description,ville_id
2023-03-05,7.10,3.60,11.40,51.50,1019.20,29.50,302.50,0.00,Partially cloudy,4
2023-03-06,7.90,4.60,10.80,38.50,1018.20,19.90,305.20,0.00,Partially cloudy,4
2023-03-07,4.10,0.70,8.20,48.40,1010.70,41.40,315.90,1.62,"Snow, Rain, Partially cloudy",4
2023-03-08,3.60,-0.40,8.60,49.10,1020.00,33.50,334.30,0.00,Partially cloudy,4
2023-03-09,5.20,1.20,10.70,51.00,1021.30,22.80,342.00,0.00,Partially cloudy,4
2023-03-10,4.70,1.80,7.10,63.70,1014.50,14.80,51.40,7.25,"Rain, Partially cloudy",4
2023-03-11,4.60,2.00,6.70,75.80,1007.80,23.20,12.10,11.02,"Rain, Overcast",4
2023-03-12,4.60,1.30,8.20,56.40,1016.10,15.60,23.30,0.00,Partially cloudy,4
2023-03-13,5.30,3.90,6.90,84.90,1011.90,23.90,64.20,11.04,"Rain, Overcast",4
2023-03-14,2.20,0.90,4.10,78.40,1000.80,33.50,286.20,8.12,"Snow, Rain, Overcast",4
2023-03-15,3.70,1.40,7.10,47.40,1008.90,38.50,303.00,0.00,Partially cloudy,4
2023-03-16,7.50,1.80,14.80,28.10,1015.80,19.70,282.50,0.00,Clear,4
2023-03-17,11.80,8.20,14.80,38.00,1006.50,18.90,202.60,0.00,Partially cloudy,4
2023-03-18,9.40,6.20,13.80,42.00,1005.40,22.80,290.00,0.48,"Rain, Partially cloudy",4
2023-03-19,2.10,-1.00,6.30,31.80,1015.50,29.40,281.00,0.00,Partially cloudy,4
2023-03-20,4.80,-0.20,10.50,35.40,1024.40,21.60,243.30,0.00,Clear,4
2023-03-21,10.70,4.20,16.80,25.60,1026.90,26.20,229.90,0.00,Clear,4
2023-03-22,11.40,8.60,15.80,42.80,1026.20,24.10,189.20,0.00,Partially cloudy,4
2023-03-23,12.10,8.90,15.60,80.30,1013.40,17.20,241.90,1.96,"Rain, Partially cloudy",4
2023-03-24,10.00,6.80,14.80,47.80,1013.80,20.50,325.40,0.00,Partially cloudy,4
2023-03-25,6.80,5.70,8.70,70.50,1013.70,24.50,74.50,3.96,"Rain, Partially cloudy",4
2023-03-26,11.60,6.10,16.90,49.60,1011.10,20.20,269.10,0.00,Partially cloudy,4
2023-03-27,10.40,6.90,15.20,43.50,1015.80,21.60,54.50,6.48,"Rain, Partially cloudy",4
2023-03-28,8.20,5.80,11.00,59.40,1017.70,18.10,6.00,0.05,"Rain, Partially cloudy",4
2023-03-29,7.90,4.30,12.30,40.00,1019.40,24.40,249.70,0.00,Partially cloudy,4
2023-03-30,4.10,-0.50,7.90,38.80,1024.10,30.80,305.50,0.37,"Rain, Partially cloudy",4
2023-03-31,7.90,3.70,11.40,50.20,1022.80,21.00,166.80,0.00,Partially cloudy,4
2023-04-01,15.80,12.00,21.90,68.60,1000.30,25.90,221.90,8.52,"Rain, Partially cloudy",4
2023-04-02,8.30,4.70,11.40,34.80,1010.80,31.90,304.30,0.42,"Rain, Partially cloudy",4
2023-04-03,9.20,4.00,14.50,41.20,1019.00,23.80,142.50,0.00,Clear,4
2023-04-04,15.30,8.90,22.20,67.40,1016.50,16.60,98.70,0.00,Partially cloudy,4
2023-04-05,10.40,8.20,14.30,87.10,1022.60,24.40,57.50,0.03,"Rain, Overcast",4
2023-04-06,15.30,8.10,25.60,72.80,1019.70,27.70,341.70,0.00,Partially cloudy,4
2023-04-07,12.30,7.90,16.20,27.50,1026.00,25.50,312.20,0.00,Partially cloudy,4
2023-04-08,7.30,3.50,11.00,33.70,1031.50,23.10,347.40,0.00,Partially cloudy,4
2023-04-09,8.00,4.80,12.00,44.00,1032.10,22.00,79.80,0.00,Clear,4
2023-04-10,11.60,5.70,18.70,44.30,1029.60,19.20,218.40,0.00,Clear,4
2023-04-11,17.40,10.60,23.40,25.20,1019.50,28.50,237.80,0.00,Partially cloudy,4
2023-04-12,23.20,18.60,28.80,23.60,1010.30,23.10,273.50,0.00,Partially cloudy,4
2023-04-13,26.00,19.30,31.90,27.80,1010.30,25.20,253.20,0.00,Clear,4
2023-04-14,26.20,20.40,32.10,28.10,1010.70,21.70,223.00,0.00,Partially cloudy,4
2023-04-15,19.40,15.00,23.70,71.60,1011.90,16.90,99.20,0.93,"Rain, Partially cloudy",4
2023-04-16,16.70,14.20,20.60,80.40,1009.60,13.30,84.60,0.00,Overcast,4
2023-04-17,14.70,12.00,19.50,69.70,1003.10,25.60,293.00,0.20,"Rain, Overcast",4
2023-04-18,11.40,8.50,14.20,41.30,1007.60,29.50,269.80,0.00,Partially cloudy,4
2023-04-19,11.50,7.60,18.00,42.30,1016.70,23.10,280.80,0.00,Partially cloudy,4
2023-04-20,12.00,7.20,17.70,49.40,1022.00,16.60,50.50,0.00,Partially cloudy,4
2023-04-21,15.00,10.70,20.40,61.90,1018.30,22.80,86.10,0.00,Partially cloudy,4
2023-04-22,13.90,10.70,19.00,81.80,1013.90,21.30,65.20,10.20,"Rain, Overcast",4
2023-04-23,14.90,12.30,19.60,72.50,1010.80,20.00,343.90,38.33,"Rain, Partially cloudy",4
2023-04-24,11.80,7.50,15.90,46.50,1016.80,18.10,299.90,0.00,Partially cloudy,4
2023-04-25,11.80,8.20,14.90,43.60,1020.70,11.70,331.70,0.00,Partially cloudy,4
2023-04-26,11.40,7.90,14.10,56.40,1023.00,18.10,88.40,0.00,Partially cloudy,4
2023-04-27,11.80,10.70,13.50,71.70,1022.60,15.30,106.20,0.00,Partially cloudy,4
2023-04-28,11.10,8.80,13.00,69.50,1020.90,16.90,78.70,4.74,"Rain, Partially cloudy",4
2023-04-29,10.30,9.00,11.80,93.40,1012.50,21.80,63.60,69.16,"Rain, Overcast",4
2023-04-30,12.50,10.10,15.90,95.20,999.50,21.60,59.90,59.09,"Rain, Overcast",4
2023-05-01,13.70,9.70,16.50,56.40,991.50,31.70,244.00,1.99,"Rain, Partially cloudy",4
2023-05-02,10.90,8.40,13.60,63.80,995.70,27.40,237.60,4.34,"Rain, Partially cloudy",4
2023-05-03,10.70,8.50,13.50,59.60,999.00,16.90,266.90,0.00,Partially cloudy,4
2023-05-04,10.60,9.00,12.50,76.60,1010.30,13.90,12.30,0.89,"Rain, Overcast",4
2023-05-05,12.90,9.00,17.40,66.50,1021.40,17.70,49.10,0.11,"Rain, Partially cloudy",4
2023-05-06,16.50,9.30,22.80,52.40,1022.50,15.80,323.80,0.00,Partially cloudy,4
2023-05-07,19.10,13.50,25.10,43.10,1015.10,22.00,275.30,0.37,"Rain, Partially cloudy",4
2023-05-08,20.00,14.80,24.80,49.70,1008.30,25.60,323.90,0.05,"Rain, Partially cloudy",4
2023-05-09,16.30,13.20,20.40,35.20,1014.20,15.20,54.10,0.00,Partially cloudy,4
2023-05-10,16.40,10.70,22.60,47.30,1019.90,12.80,286.70,0.00,Clear,4
2023-05-11,21.10,14.20,27.20,33.20,1018.70,15.30,261.90,0.00,Partially cloudy,4
2023-05-12,24.60,18.40,30.70,34.20,1017.10,17.90,269.70,0.00,Partially cloudy,4
2023-05-13,24.40,21.80,27.50,38.10,1015.60,18.90,288.80,0.00,Partially cloudy,4
2023-05-14,19.30,15.50,23.40,30.00,1021.20,17.40,15.50,0.00,Partially cloudy,4
2023-05-15,18.30,11.90,23.40,31.80,1021.50,20.40,280.30,0.00,Clear,4
2023-05-16,21.30,14.90,26.20,34.50,1006.90,24.90,241.00,0.00,Partially cloudy,4
2023-05-17,16.50,11.90,22.00,34.20,1007.70,24.20,336.50,0.00,Partially cloudy,4
2023-05-18,11.90,7.00,15.30,43.30,1025.30,22.60,94.90,0.00,Clear,4
2023-05-19,15.80,11.70,20.60,61.50,1026.40,31.70,159.70,0.00,Partially cloudy,4
2023-05-20,16.30,14.20,18.60,90.50,1017.20,13.10,77.60,21.78,"Rain, Overcast",4
2023-05-21,17.80,13.50,21.20,61.30,1013.70,22.30,313.00,0.41,"Rain, Partially cloudy",4
2023-05-22,18.10,14.00,23.20,60.20,1021.10,18.90,85.00,0.00,Clear,4
2023-05-23,16.00,13.30,20.00,62.30,1026.10,20.00,94.70,0.00,Partially cloudy,4
2023-05-24,17.00,12.10,24.90,51.60,1017.90,26.20,21.30,1.13,"Rain, Partially cloudy",4
2023-05-25,15.30,10.60,19.70,46.60,1019.90,31.80,16.90,0.08,"Rain, Partially cloudy",4
2023-05-26,17.60,11.80,22.60,37.90,1024.20,17.20,24.50,0.00,Clear,4
2023-05-27,19.30,13.80,25.20,38.50,1025.50,12.40,72.90,0.00,Partially cloudy,4
2023-05-28,20.00,15.40,25.50,36.90,1020.20,19.90,188.00,0.00,Partially cloudy,4
2023-05-29,20.70,16.80,25.50,46.40,1016.80,28.10,83.80,0.00,Clear,4
2023-05-30,16.80,13.50,20.90,55.70,1022.50,19.50,70.70,0.00,Clear,4
2023-05-31,17.30,10.90,24.20,63.40,1022.20,12.30,64.70,0.00,Clear,4
2023-06-01,22.00,15.40,29.70,58.30,1018.50,12.20,61.50,0.00,Clear,4
2023-06-02,24.20,19.20,31.30,54.50,1012.60,11.70,75.00,4.05,"Rain, Partially cloudy",4
2023-06-03,18.50,14.40,21.00,70.00,1015.00,19.70,63.40,0.00,Partially cloudy,4
2023-06-04,15.30,9.80,20.40,55.90,1016.50,22.80,37.10,0.00,Partially cloudy,4
2023-06-05,19.10,13.50,24.00,46.60,1011.50,19.60,345.80,0.00,Partially cloudy,4
2023-06-06,20.30,16.40,25.60,40.60,1004.90,17.40,321.30,0.25,"Rain, Partially cloudy",4
2023-06-07,17.80,14.60,20.70,44.50,1003.60,21.60,303.40,0.00,Partially cloudy,4
2023-06-08,17.50,13.30,21.60,49.50,1005.70,13.60,337.20,0.00,Partially cloudy,4
2023-06-09,18.50,14.60,22.80,52.30,1006.80,17.30,316.90,0.00,Partially cloudy,4
2023-06-10,20.20,14.60,25.40,51.50,1008.30,18.20,305.80,0.00,Partially cloudy,4
2023-06-11,22.40,18.50,27.00,62.00,1010.70,17.30,77.80,0.30,"Rain, Partially cloudy",4
2023-06-12,22.00,19.70,25.10,75.40,1007.00,24.90,122.50,3.92,"Rain, Partially cloudy",4
2023-06-13,21.70,18.10,26.10,58.50,1004.40,21.50,282.80,0.83,"Rain, Partially cloudy",4
2023-06-14,20.40,18.50,24.10,62.20,1001.20,27.30,240.70,5.34,"Rain, Partially cloudy",4
2023-06-15,21.00,16.40,25.40,56.40,1003.00,21.60,279.90,0.00,Partially cloudy,4
2023-06-16,20.80,18.10,26.20,63.10,1006.00,16.30,72.30,5.28,"Rain, Partially cloudy",4
2023-06-17,20.30,16.90,25.10,60.60,1004.90,24.90,318.50,0.00,Partially cloudy,4
2023-06-18,22.20,17.60,26.50,49.80,1010.10,22.80,307.00,0.00,Partially cloudy,4
2023-06-19,22.10,18.80,26.50,61.20,1016.90,15.80,64.20,0.00,Partially cloudy,4
2023-06-20,20.80,17.90,24.70,65.50,1022.10,14.40,67.90,0.00,Partially cloudy,4
2023-06-21,19.20,16.80,22.20,65.20,1024.30,26.60,61.50,0.00,Partially cloudy,4
2023-06-22,18.50,15.80,21.80,70.40,1021.10,24.10,59.10,0.16,"Rain, Overcast",4
2023-06-23,20.00,18.40,22.00,85.20,1016.80,12.30,100.00,1.02,"Rain, Overcast",4
2023-06-24,22.80,20.60,25.70,84.50,1010.80,16.90,102.60,1.38,"Rain, Partially cloudy",4
2023-06-25,24.40,21.50,27.80,76.40,1009.40,13.60,103.80,0.16,"Rain, Partially cloudy",4
2023-06-26,22.80,21.30,25.60,83.00,1007.60,16.60,72.40,6.18,"Rain, Partially cloudy",4
2023-06-27,21.90,19.70,25.30,84.00,1005.70,11.90,102.60,8.27,"Rain, Partially cloudy",4
2023-06-28,23.50,19.60,27.80,70.20,1009.00,21.30,293.30,0.00,Partially cloudy,4
2023-06-29,23.40,18.70,27.70,60.50,1015.40,16.30,319.70,0.00,Partially cloudy,4
2023-06-30,24.50,20.90,28.70,63.40,1017.10,19.80,157.10,0.00,Partially cloudy,4
2023-07-01,24.00,20.90,27.80,59.50,1016.70,22.30,169.00,0.00,Partially cloudy,4
2023-07-02,25.10,21.70,30.10,77.50,1011.10,19.60,167.30,6.93,"Rain, Partially cloudy",4
2023-07-03,26.70,23.20,31.20,72.80,1009.70,13.80,274.90,10.83,"Rain, Partially cloudy",4
2023-07-04,25.00,23.60,27.90,81.70,1012.00,12.50,336.10,12.91,"Rain, Partially cloudy",4
2023-07-05,27.70,22.20,33.20,63.70,1014.50,12.80,55.80,0.00,Clear,4
2023-07-06,28.00,24.70,31.60,65.60,1013.40,20.20,135.50,0.00,Clear,4
2023-07-07,26.40,24.10,30.20,73.90,1011.10,15.50,69.30,0.00,Partially cloudy,4
2023-07-08,26.50,24.50,30.60,75.30,1010.50,30.00,115.30,0.00,Partially cloudy,4
2023-07-09,25.30,22.60,27.50,81.80,1009.60,22.60,109.60,19.76,"Rain, Partially cloudy",4
2023-07-10,25.30,22.60,29.00,69.70,1007.80,18.80,326.30,0.18,"Rain, Partially cloudy",4
2023-07-11,26.50,21.00,31.20,48.20,1011.50,16.30,293.70,0.00,Clear,4
2023-07-12,28.70,24.50,32.50,46.00,1012.80,15.20,262.30,0.00,Partially cloudy,4
2023-07-13,28.40,25.20,31.40,60.50,1010.70,27.00,172.90,0.00,Partially cloudy,4
2023-07-14,25.80,22.80,28.50,74.00,1011.80,18.90,63.10,4.44,"Rain, Partially cloudy",4
2023-07-15,25.80,22.40,30.70,82.00,1013.30,25.50,97.90,5.39,"Rain, Partially cloudy",4
2023-07-16,25.40,23.70,26.20,89.10,1009.70,21.60,178.50,31.11,"Rain, Partially cloudy",4
2023-07-17,27.10,23.50,31.40,71.50,1012.50,18.70,196.50,0.00,Partially cloudy,4
2023-07-18,25.90,23.70,28.60,75.60,1013.80,17.80,173.60,8.38,"Rain, Partially cloudy",4
2023-07-19,24.50,23.00,26.90,72.70,1015.90,12.00,313.10,1.32,"Rain, Partially cloudy",4
2023-07-20,25.70,22.70,29.80,64.70,1014.60,16.60,64.50,0.00,Partially cloudy,4
2023-07-21,25.80,22.40,29.30,67.80,1007.90,21.00,265.60,4.07,"Rain, Partially cloudy",4
2023-07-22,25.20,21.40,28.50,50.80,1008.70,19.30,325.60,0.00,Partially cloudy,4
2023-07-23,25.80,21.20,30.00,52.80,1013.90,21.30,115.00,0.00,Partially cloudy,4
2023-07-24,26.20,24.00,29.60,58.20,1018.40,22.60,205.30,0.00,Partially cloudy,4
2023-07-25,24.50,21.20,29.60,71.90,1018.00,17.80,226.60,7.62,"Rain, Partially cloudy",4
2023-07-26,25.40,20.30,30.80,66.70,1018.20,22.60,246.80,0.00,Partially cloudy,4
2023-07-27,28.60,24.00,33.60,67.00,1014.00,28.00,231.30,3.80,"Rain, Partially cloudy",4
2023-07-28,28.80,24.50,33.40,64.90,1014.50,13.50,292.70,0.00,Partially cloudy,4
2023-07-29,28.00,24.20,31.90,65.00,1008.70,19.60,248.30,1.41,"Rain, Partially cloudy",4
2023-07-30,22.80,19.00,26.50,52.20,1012.80,18.30,323.00,0.00,Partially cloudy,4
2023-07-31,24.10,19.30,29.00,46.00,1014.60,17.10,323.60,0.00,Partially cloudy,4
2023-08-01,23.30,19.80,26.70,45.80,1019.40,15.30,4.70,0.00,Partially cloudy,4
2023-08-02,22.30,18.10,26.50,44.60,1022.40,13.70,32.00,0.00,Partially cloudy,4
2023-08-03,22.80,19.40,26.30,53.70,1019.20,26.10,183.90,0.00,Partially cloudy,4
2023-08-04,23.20,21.90,24.60,69.80,1014.40,17.40,211.40,0.00,Overcast,4
2023-08-05,25.40,22.00,29.40,60.20,1014.30,17.30,6.00,0.00,Partially cloudy,4
2023-08-06,25.50,21.20,30.00,51.60,1015.60,23.70,85.60,0.00,Partially cloudy,4
2023-08-07,24.00,20.80,27.10,82.20,1011.40,27.50,169.20,24.80,"Rain, Overcast",4
2023-08-08,23.70,21.40,26.40,71.90,1004.30,31.30,267.90,0.18,"Rain, Partially cloudy",4
2023-08-09,25.50,21.10,30.30,48.70,1006.60,23.40,284.30,0.00,Partially cloudy,4
2023-08-10,23.60,21.50,26.90,72.30,1005.60,14.30,253.70,9.06,"Rain, Partially cloudy",4
2023-08-11,24.50,19.90,29.10,63.80,1007.60,21.20,281.90,0.00,Partially cloudy,4
2023-08-12,25.20,21.20,29.50,65.80,1011.60,19.80,146.30,0.73,"Rain, Partially cloudy",4
2023-08-13,26.10,21.20,30.30,66.40,1011.40,20.90,288.50,17.00,"Rain, Partially cloudy",4
2023-08-14,26.30,23.20,30.10,57.50,1013.90,12.70,229.90,0.00,Partially cloudy,4
2023-08-15,23.60,21.40,26.10,82.50,1008.50,16.90,40.90,20.99,"Rain, Overcast",4
2023-08-16,23.80,21.00,27.00,79.90,1012.60,14.50,67.40,20.36,"Rain, Partially cloudy",4
2023-08-17,24.00,22.90,26.00,81.10,1013.50,15.90,89.00,0.00,Overcast,4
2023-08-18,24.10,20.20,27.10,65.70,1007.40,21.80,279.00,22.45,"Rain, Partially cloudy",4
2023-08-19,22.00,17.60,26.20,50.40,1014.60,19.00,273.70,0.00,Partially cloudy,4
2023-08-20,24.70,19.30,29.40,48.70,1018.40,16.30,266.30,0.00,Partially cloudy,4
2023-08-21,26.90,23.00,30.50,57.40,1017.00,17.30,292.40,0.00,Partially cloudy,4
2023-08-22,23.30,19.80,26.40,51.70,1018.10,23.30,13.20,0.00,Partially cloudy,4
2023-08-23,22.00,18.70,26.10,49.90,1019.70,15.00,56.30,0.00,Partially cloudy,4
2023-08-24,21.50,19.60,23.10,75.00,1017.60,16.00,108.30,1.98,"Rain, Overcast",4
2023-08-25,23.10,21.40,25.90,88.00,1011.80,21.60,172.70,7.70,"Rain, Partially cloudy",4
2023-08-26,25.50,23.10,28.70,73.90,1010.00,12.00,352.80,10.84,"Rain, Partially cloudy",4
2023-08-27,24.60,21.20,28.30,62.00,1012.80,14.20,24.20,0.00,Partially cloudy,4
2023-08-28,22.80,21.90,24.00,75.60,1016.80,16.90,106.60,0.00,Partially cloudy,4
2023-08-29,23.10,20.20,25.90,77.30,1013.80,12.60,69.80,0.00,Partially cloudy,4
2023-08-30,24.70,21.80,28.70,68.50,1006.60,24.80,298.90,5.76,"Rain, Partially cloudy",4
2023-08-31,21.20,18.40,24.60,51.80,1013.50,24.00,13.80,0.00,Partially cloudy,4
2023-09-01,20.00,16.20,23.90,49.70,1024.10,16.10,41.30,0.00,Clear,4
2023-09-02,21.20,16.80,26.00,59.90,1021.70,14.20,220.50,0.00,Clear,4
2023-09-03,25.90,20.50,31.40,58.70,1013.80,22.20,260.80,0.00,Partially cloudy,4
2023-09-04,27.40,23.80,30.60,63.50,1011.20,11.70,341.80,0.00,Partially cloudy,4
2023-09-05,28.60,24.50,32.20,63.80,1012.80,11.70,7.40,0.00,Partially cloudy,4
2023-09-06,29.50,25.40,34.00,59.80,1010.40,10.20,330.10,0.00,Partially cloudy,4
2023-09-07,29.60,26.40,34.10,56.00,1009.10,12.70,201.90,0.00,Clear,4
2023-09-08,25.30,22.80,31.50,77.00,1013.40,21.00,55.20,1.51,"Rain, Partially cloudy",4
2023-09-09,24.90,22.40,28.80,82.80,1017.90,18.80,40.10,0.37,"Rain, Partially cloudy",4
2023-09-10,23.20,21.10,24.50,84.90,1018.70,12.30,33.60,21.85,"Rain, Partially cloudy",4
2023-09-11,23.40,21.60,27.30,86.70,1015.80,12.60,31.60,38.63,"Rain, Partially cloudy",4
2023-09-12,23.50,20.40,28.10,76.30,1015.20,12.20,14.70,0.00,Partially cloudy,4
2023-09-13,24.00,22.30,26.20,76.50,1012.90,13.10,252.30,3.10,"Rain, Partially cloudy",4
2023-09-14,21.70,18.60,25.00,55.70,1016.70,18.20,340.50,0.00,Partially cloudy,4
2023-09-15,17.60,14.30,20.60,58.00,1017.20,26.70,2.90,0.00,Partially cloudy,4
2023-09-16,19.80,15.90,24.10,49.40,1012.70,23.00,302.60,0.00,Partially cloudy,4
2023-09-17,20.00,15.40,24.60,59.20,1013.50,10.40,248.70,4.02,"Rain, Partially cloudy",4
2023-09-18,19.00,17.30,20.30,90.70,1008.60,24.70,343.10,26.58,"Rain, Overcast",4
2023-09-19,18.80,15.00,22.60,63.60,1013.30,20.70,289.40,0.20,Rain,4
2023-09-20,19.30,14.90,23.00,53.40,1020.30,20.50,293.00,0.00,Clear,4
2023-09-21,18.40,14.60,22.20,58.80,1024.30,13.90,11.10,0.00,Partially cloudy,4
2023-09-22,18.30,15.10,21.20,67.80,1026.80,25.40,63.90,0.00,Partially cloudy,4
2023-09-23,15.70,14.30,17.40,83.70,1020.40,29.10,51.40,22.18,"Rain, Overcast",4
2023-09-24,17.80,16.60,18.50,89.10,1015.50,28.10,57.50,25.82,"Rain, Overcast",4
2023-09-25,16.60,14.70,18.20,86.30,1017.70,29.00,48.00,14.41,"Rain, Overcast",4
2023-09-26,15.20,14.00,16.20,81.60,1026.30,23.60,46.30,4.98,"Rain, Overcast",4
2023-09-27,14.90,10.90,17.90,63.20,1026.80,24.40,49.30,0.00,Partially cloudy,4
2023-09-28,15.30,13.40,18.00,79.90,1024.70,20.40,46.70,3.15,"Rain, Overcast",4
2023-09-29,16.50,15.70,17.00,86.70,1021.20,24.80,43.20,112.81,"Rain, Overcast",4
2023-09-30,16.40,14.20,18.80,84.00,1021.20,16.00,11.20,1.23,"Rain, Overcast",4
2023-10-01,19.90,15.40,24.90,69.20,1021.40,16.80,4.40,0.00,Clear,4
2023-10-02,21.00,17.70,25.20,67.40,1021.80,12.10,25.60,0.00,Partially cloudy,4
2023-10-03,21.30,16.40,27.20,67.40,1021.20,6.80,10.20,0.00,Clear,4
2023-10-04,22.60,18.80,27.90,70.10,1021.90,12.70,121.00,0.00,Clear,4
2023-10-05,20.50,17.20,24.80,73.00,1022.80,13.00,125.00,0.00,Clear,4
2023-10-06,20.70,19.40,21.70,90.40,1016.50,9.90,72.50,2.95,"Rain, Overcast",4
2023-10-07,18.10,12.60,21.20,84.10,1006.30,23.00,331.50,9.30,"Rain, Overcast",4
2023-10-08,13.00,10.40,15.10,61.50,1004.40,29.10,253.80,0.00,Partially cloudy,4
2023-10-09,12.70,9.40,15.60,54.20,1008.20,20.80,236.70,0.00,Partially cloudy,4
2023-10-10,14.50,11.90,17.30,64.50,1009.50,16.60,232.00,0.49,"Rain, Partially cloudy",4
2023-10-11,16.60,13.00,20.90,59.50,1010.80,17.30,250.90,0.00,Partially cloudy,4
2023-10-12,16.80,12.30,20.90,60.70,1011.80,13.40,315.80,0.00,Partially cloudy,4
2023-10-13,14.50,11.20,17.20,54.50,1014.30,14.70,341.50,0.00,Clear,4
2023-10-14,11.70,9.70,13.80,76.50,1009.40,16.40,28.60,18.21,"Rain, Overcast",4
2023-10-15,12.70,10.40,15.50,64.80,999.90,21.90,332.40,0.45,"Rain, Partially cloudy",4
2023-10-16,12.80,9.00,17.30,66.50,1003.30,14.10,311.50,0.00,Partially cloudy,4
2023-10-17,13.80,11.20,16.80,65.40,1012.50,12.80,354.10,0.00,Partially cloudy,4
2023-10-18,14.50,12.10,17.00,70.60,1020.00,8.00,81.10,0.00,Partially cloudy,4
2023-10-19,14.70,10.80,18.30,69.10,1019.60,17.40,194.30,0.00,Partially cloudy,4
2023-10-20,16.50,15.30,17.50,88.60,1007.00,18.60,139.50,21.55,"Rain, Overcast",4
2023-10-21,15.60,14.30,17.40,78.30,993.20,24.90,286.80,11.39,"Rain, Partially cloudy",4
2023-10-22,12.40,9.70,14.00,55.90,1003.60,27.50,281.80,0.00,Partially cloudy,4
2023-10-23,11.70,8.70,15.80,55.90,1019.20,23.50,313.10,0.00,Clear,4
2023-10-24,13.30,8.80,18.30,62.80,1027.20,13.10,110.40,0.00,Clear,4
2023-10-25,16.90,11.80,22.30,54.90,1025.10,18.40,223.20,0.00,Partially cloudy,4
2023-10-26,19.90,14.60,25.80,51.90,1022.70,12.00,240.10,0.00,Partially cloudy,4
2023-10-27,20.00,17.20,23.40,59.00,1019.10,16.00,235.70,0.00,Partially cloudy,4
2023-10-28,22.20,18.60,26.80,60.80,1016.10,15.90,263.50,0.00,Partially cloudy,4
2023-10-29,13.20,10.80,18.90,77.50,1018.70,21.50,39.90,11.36,"Rain, Overcast",4
2023-10-30,13.00,10.40,15.80,84.30,1010.00,24.90,334.60,12.02,"Rain, Overcast",4
2023-10-31,9.50,7.70,10.70,55.60,1017.50,18.70,13.80,0.00,Partially cloudy,4
2023-11-01,7.50,4.80,9.30,56.70,1017.50,28.30,333.40,0.18,"Rain, Partially cloudy",4
2023-11-02,5.90,2.30,9.50,52.00,1030.50,15.10,282.30,0.00,Clear,4
2023-11-03,9.10,5.40,13.30,51.10,1030.50,16.20,203.60,0.00,Clear,4
2023-11-04,11.80,8.30,16.10,53.40,1022.90,13.50,229.50,0.00,Partially cloudy,4
2023-11-05,13.50,10.00,18.00,51.70,1017.20,13.90,339.30,0.00,Partially cloudy,4
2023-11-06,10.40,7.30,13.10,59.90,1019.50,14.30,49.90,0.00,Partially cloudy,4
2023-11-07,14.80,12.50,17.80,68.90,1009.10,21.00,244.70,1.25,"Rain, Partially cloudy",4
2023-11-08,8.80,6.30,12.50,43.40,1017.30,21.60,331.90,0.00,Partially cloudy,4
2023-11-09,10.50,6.20,14.20,60.80,1013.00,14.80,41.10,0.00,Partially cloudy,4
2023-11-10,10.40,7.90,11.70,53.20,1019.00,17.00,257.60,0.00,Partially cloudy,4
2023-11-11,8.90,6.40,12.50,54.80,1026.10,19.60,315.50,0.00,Partially cloudy,4
2023-11-12,4.90,2.70,7.20,54.10,1031.50,15.60,21.70,0.00,Clear,4
2023-11-13,6.00,2.00,9.10,53.00,1025.80,13.10,286.20,0.00,Partially cloudy,4
2023-11-14,8.60,6.30,11.80,52.60,1024.80,24.00,310.30,0.00,Partially cloudy,4
2023-11-15,8.10,4.30,11.70,58.00,1028.60,17.30,230.50,0.00,Clear,4
2023-11-16,12.50,7.40,18.30,52.60,1023.30,12.80,237.90,0.00,Clear,4
2023-11-17,15.20,10.80,19.30,64.20,1015.80,19.60,199.20,0.00,Partially cloudy,4
2023-11-18,11.70,5.80,16.50,58.10,1007.80,26.40,311.30,0.00,Partially cloudy,4
2023-11-19,8.60,4.60,13.10,46.50,1013.50,26.50,271.80,0.00,Clear,4
2023-11-20,5.00,3.10,7.50,42.20,1027.40,16.60,3.80,0.00,Clear,4
2023-11-21,5.20,1.20,8.60,64.00,1029.30,28.80,84.00,10.77,"Rain, Partially cloudy",4
2023-11-22,11.00,8.80,12.40,81.20,1006.50,36.00,354.50,48.07,"Rain, Overcast",4
2023-11-23,9.40,7.10,11.50,56.10,1010.80,23.70,299.60,0.00,Partially cloudy,4
2023-11-24,7.40,1.00,10.60,46.10,1020.40,23.80,312.70,0.00,Partially cloudy,4
2023-11-25,2.10,-0.40,4.40,47.90,1028.80,13.70,355.40,0.00,Partially cloudy,4
2023-11-26,6.70,1.90,11.90,70.70,1019.70,19.00,83.60,6.05,"Rain, Partially cloudy",4
2023-11-27,8.10,3.20,12.90,65.10,1006.30,25.90,266.10,2.83,"Rain, Partially cloudy",4
2023-11-28,1.90,0.60,4.60,42.50,1011.50,27.50,278.40,0.00,Partially cloudy,4
2023-11-29,0.40,-2.60,2.90,43.90,1018.60,24.10,252.00,0.00,Partially cloudy,4
2023-11-30,6.10,1.10,10.40,42.40,1019.90,15.40,230.30,0.00,Partially cloudy,4
2023-12-01,7.50,5.60,9.50,70.30,1020.00,14.40,214.20,10.26,"Rain, Partially cloudy",4
2023-12-02,10.70,8.30,14.70,82.50,1016.00,12.90,263.80,0.00,Partially cloudy,4
